Closing Price
1941.85
1950.4
1924.34
1916.69
1849.15
1847.34
1858.6
1848.2
1847.22
1827.63
1837.31
1841.07
1870.02
1869.7
1856.06
1855.55
1851.36
1839.75
1844
1844.13
1857.36
1836.48
1834.36
1795.54
1814.25
1830.61
1836.25
1842.08
1826.82
1824.77
1818.73
1788.48
1778.27
1771.52
1784.28
1810.67
1805.99
1803.1
1770.69
1734.78
1724.58
1736.76
1710.53
1694.46
1701.06
1684.71
1715.85
1726.78
1722.8
1727.11
1730.7
1731.75
1748.62
1735.72
1745.31
1739.57
1727.21
1734.58
1727.61
1732.63
1712.04
1685.57
1707.5
1730.47
1730.59
1729.42
1743.45
1736.97
1754.32
1744.2
1732.13
1746.64
1736.65
1763.95
1777.29
1772.31
1776.69
1793.71
1783.23
1777.11
1780.14
1775.5
1784.09
1773.38
1768.91
1792.68
1778.59
1785.4
1814.86
1831.43
1835.84
1835.64
1817.66
1825.17
1843.91
1869.07
1870.25
1865.61
1874.15
1881.96
1877.5
1898.3
1896.03
1898.01
1904.3
1908.16
1898.92
1907.88
1871.14
1891.24
1898.83
1893.49
1888.78
1898.41
1876.87
1867.32
1857.95
1818.87
1776.72
1764.31
1783.48
1777.64
1777.44
1775.38
1781.29
1778.21
1761.61
1768.26
1775.75
1787.53
1791.45
1795.73
1803.48
1804.06
1808.54
1807.24
1806.09
1826.53
1829.72
1812.36
1811.42
1809.83
1802.71
1807.29
1802.3
1797.74
1800.06
1809.49
1830.33
1813.62
1812.66
1811.2
1811.77
1803.55
1763.69
1731.57
1727.08
1752.37
1753.57
1779.34
1787.59
1786.23
1787.55
1779.04
1781.77
1804.89
1801.96
1791.7
1793.63
1817.93
1810.55
1814.56
1813.28
1809.54
1827.46
1823.69
1795.75
1790.82
1794.8
1787.78
1793.11
1803.8
1795.15
1753.92
1754.86
1765.18
1775.07
1767.05
1745.79
1750.87
1751.29
1735.37
1728.9
1753.14
1761.02
1768.13
1759.43
1764.06
1755.01
1756.95
1753.35
1760.47
1791.83
1795.05
1767.63
1764.02
1768.79
1781.73
1784.91
1792.47
1807.94
1793.63
1796.7
1799.69
1783.59
1792.12
1787.1
1777.19
1791.42
1817.81
1824.59
1829.97
1848.81
1862.48
1864.53
1862.41
1850.35
1866.7
1859.66
1846.02
1809.1
1790.68
1789.58
1792
1792.6
1786.93
1773.46
1781.91
1769.12
1783.45
1781
1784.7
1783.7
1776.42
1783.15
1785.9
1772.51
1779.78
1798.83
1798.19
1791.35
1790.55
1803.75
1808.86
1808.39
1812.46
1806.72
1804.64
1815.73
1829.05
